"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mr88","mr89","mr90","mr91"
"11144","WAC",1290.80019460006,-0.0187197878206605,0.0656119987004063,-0.285310433936599,0.775406319802703,0.888196488898197,1321.95912094431,1243.42495904802,1303.71188250954,1294.10481589838
"11145","SAP30L",168.957773880027,0.0516070945592292,0.181807136620042,0.283856263943492,0.776520534680617,0.889392967716292,184.095047953726,160.062703819272,161.750853909372,169.922489837737
"11146","CNPY3",523.393007222673,0.0287011351562368,0.101304549872964,0.283315361375457,0.776935102818233,0.889787958682464,519.970587571427,537.159582308743,511.132698353615,525.309160656907
"11147","PTGR1",235.258400230696,0.0437485399192838,0.154703201008429,0.282790140308086,0.777337712862571,0.89016918495476,240.890328705407,236.928974014968,213.511127160371,249.70317104204
"11148","SP2",164.168184782879,0.0519190268626432,0.183692107797572,0.28264157608697,0.777451606140164,0.890219748150268,158.635094513317,175.435957858411,168.220888065747,154.380798694042
"11149","CRIM1",14.4242630052581,-0.180967341712318,0.640611396629513,-0.28249160515166,0.777566582692879,0.890271542566562,9.79228978477264,17.1818721613908,17.2534244169997,13.4694656578694
"11150","HEBP1",131.435249346028,-0.0578979995437179,0.205076317493078,-0.282324162299589,0.77769496000147,0.890275353756913,129.258225158999,128.411886679868,125.087327023247,142.983558521998
"11151","ZDHHC7",890.50726137708,0.0219068093717769,0.0775997013822224,0.282305330839786,0.77770939833477,0.890275353756913,892.077599392787,902.500443003579,869.141255006358,898.309748105598
"11152","KCTD2",362.430261847137,0.0344962238772998,0.122393029505453,0.281847945235826,0.778060105585491,0.89059695550563,354.480890208769,378.905496611723,353.695200548493,362.639460019561
"11153","B4GALNT1",30.3424770855461,0.121064615850048,0.430076807735034,0.281495336815826,0.778330504231106,0.890698756723508,35.2522432251815,28.0335808949007,28.0368146776244,30.0472695444779
"11154","SMAD2",532.320092927001,-0.0282264150569857,0.10022874397144,-0.281619961884673,0.778234932118102,0.890698756723508,528.783648377722,525.403564514107,545.639547187614,529.453611628559
"11155","ITPA",160.699790111214,0.0529654773711779,0.188181859258997,0.281458997056038,0.778358372992615,0.890698756723508,151.780491663976,175.435957858411,147.73244657056,167.850264351911
"11156","NGEF",77.7115940987499,-0.0747818100048765,0.266089778426118,-0.281039769536432,0.778679896870631,0.890906953800628,76.3798603212266,75.0576520734439,75.4837318243735,83.9251321759555
"11157","COPS5",375.40958581622,0.0340888353856814,0.121262258233592,0.281116613546936,0.778620959008677,0.890906953800628,363.293951015065,396.087368773114,380.653676200055,361.603347276648
"11158","MPZL2",179.056689491122,-0.0492859021427983,0.175675164810839,-0.280551335733014,0.779054545845068,0.891016152469519,167.448155319612,184.479048469669,174.690922222122,189.608631953085
"11159","ZNF280D",242.688600538321,0.0427588489238855,0.152363384512342,0.280637300495395,0.778988603583533,0.891016152469519,231.098038920634,261.345318665365,228.607873525245,249.70317104204
"11160","STRA13",385.095314466643,-0.0331831334112994,0.118222398181435,-0.280683981392203,0.778952796044146,0.891016152469519,375.044698756792,386.13996910073,397.907100617055,381.289489391995
"11161","RBM42",529.545832153605,0.0293585831967056,0.10458307006124,0.280720227274973,0.778924993219884,0.891016152469519,506.261381872745,563.384545081392,502.505986145115,546.031415515167
"11162","CEBPB",118.661999347498,0.0602186035501661,0.214781514289798,0.280371445137104,0.779192542330364,0.891094141090046,116.528248438794,125.69895949649,114.303936762623,118.116852692086
"11163","NMNAT3",12.8188132261388,-0.200788356743686,0.716467878909913,-0.280247534682475,0.779287599748109,0.891123014492933,17.6261216125907,6.33016342788081,9.70505123456231,17.6139166295215
"11164","HERC2P4",9.12159961909076,0.232299027458025,0.830697600365304,0.279643311062738,0.779751174789829,0.891573248494462,9.79228978477264,9.94739967238413,4.31335610424991,12.4333529149564
"11165","SLC27A4",436.433243852615,-0.0310090152186094,0.110946181410304,-0.279496011709776,0.779864198314451,0.891622614552975,422.047689723701,441.302821829405,439.962322633491,442.420141223864
"11166","FKBP3",562.47402818467,0.0279338913074881,0.100084406907305,0.27910333058535,0.780165527221485,0.89188724296814,597.329676871131,538.968200430995,549.952903291864,563.645332144689
"11167","ERI3",473.483259258488,-0.0301045490750038,0.107952245260067,-0.278869133314266,0.780345257232394,0.891952409577889,449.466101121064,487.422583946822,467.999137311116,489.045214654951
"11168","SGK494",67.9064116472342,0.0818150524712541,0.293524818724506,0.278732997184962,0.780449737577179,0.891952409577889,78.3383182781811,61.4930161565565,58.2303074073738,73.5640047468252
"11169","PEPD",178.659443690488,-0.0486272567469089,0.174416653370761,-0.278799391039461,0.780398781814841,0.891952409577889,170.385842255044,180.861812225166,177.925939300309,185.464180981433
"11170","STX16",476.850854546753,-0.0297965946499931,0.106926271054406,-0.278664862771022,0.780502030159422,0.891952409577889,454.36224601345,489.231202069074,482.017544649928,481.792425454559
"11171","PWARSN",68.972949199567,0.0787581011326864,0.283045435552695,0.278252503803488,0.780818533334095,0.892234229523743,66.5875705364539,75.0576520734439,67.9353586419361,66.311215546434
"11172","LZIC",211.841347753815,0.0471378373402523,0.169477422891387,0.278136382628744,0.7809076678665,0.892256210196551,242.848786662361,188.096284714173,209.197771056121,207.222548582606
"11173","FAM86JP",17.5116389339076,-0.159580610376378,0.574069116007049,-0.277981528576812,0.781026538207532,0.892312159690248,19.5845795695453,13.5646359168875,16.1750853909372,20.7222548582606
"11174","LIPT1",38.864465501608,0.105604807583063,0.380572743751712,0.277489151067423,0.781404535070408,0.892584240731433,36.2314722036588,44.3111439951657,34.5068488339993,40.4083969736082
"11175","IFT52",189.956610075222,0.0482250811986777,0.173749537238139,0.277555163399262,0.781353854584462,0.892584240731433,188.011963867635,198.043684386557,204.884414951871,168.886377094824
"11176","ARMT1",185.285508079998,0.0498498766456904,0.180045635100258,0.276873563849141,0.781877192331394,0.893044234082878,203.679627523271,173.627339736159,162.829192935434,201.005872125128
"11177","HOTAIRM1",21.6549958441026,-0.141352326653141,0.51072289572339,-0.276769120469779,0.781957393550813,0.893055929916447,17.6261216125907,23.5120355892716,23.7234585733745,21.7583676011737
"11178","DIS3L2",208.406569217684,0.0454631814442385,0.164321689540178,0.276671823247791,0.78203210938014,0.89306135947732,199.762711609362,223.36433809808,216.746144238558,193.753082924737
"11179","KRT80",17.9047838240427,0.155330010115504,0.56229150639838,0.276244631739918,0.782360179207307,0.893356086195659,20.5638085480225,17.1818721613908,18.3317634430621,15.5416911436955
"11180","TMEM5",205.712270990912,0.0480152943508345,0.174056879338795,0.27585979096738,0.782655758135267,0.893613663022959,233.056496877589,185.383357530795,219.981161316746,184.42806823852
"11181","PRRT3",56.5737398185792,0.0862173423211245,0.313067410879998,0.275395455818212,0.783012434896673,0.893861002634237,57.7745097301586,58.780088973179,50.6819342249365,59.0584263460428
"11182","MAN1A1",60.2879185075059,0.139843916653365,0.507740432684188,0.275424030964159,0.782990483720965,0.893861002634237,44.0653040314769,82.2921245624506,47.4469171467491,67.347328289347
"11183","LOC283922",12.4234723203945,0.189290929406314,0.687575485405895,0.275302033629907,0.783084202205287,0.89386299214437,15.6676636556362,10.85170873351,9.70505123456231,13.4694656578694
"11184","RPL23AP82",14.6825973645642,0.17366029061726,0.631423198717549,0.275029949754733,0.783293228669376,0.893953514132684,16.6468926341135,14.4689449780133,17.2534244169997,10.3611274291303
"11185","BLOC1S4",205.49109215484,0.0445535697347977,0.162003266052855,0.275016490841992,0.783303568787628,0.893953514132684,206.617314458703,210.704011242318,199.492719821559,205.15032309678
"11186","BPHL",185.270814094681,0.0470926869777473,0.171403754194804,0.274747115073252,0.783510530943858,0.894109773600782,181.157361018294,195.330757203179,182.239295404559,182.355842752693
"11187","CACNB1",15.4962972125173,-0.16571040421686,0.603653898692718,-0.274512273631835,0.783690972778442,0.894112080229761,15.6676636556362,13.5646359168875,16.1750853909372,16.5778038866085
"11188","TGFBRAP1",252.774958884147,-0.0414138657956272,0.150849117834246,-0.274538335989031,0.783670947035438,0.894112080229761,232.077267899112,265.866863970994,271.741434567745,241.414269098736
"11189","NR6A1",27.8113113134511,-0.125361744777485,0.45673948542907,-0.274471003223462,0.783722684347105,0.894112080229761,20.5638085480225,32.5551262005299,29.1151537036869,29.0111568015649
"11190","EIF4G1",7370.94802402618,0.00795535909445339,0.0289980738710243,0.274340948638061,0.78382261870775,0.894146177641147,7427.45180175005,7354.74559413638,7466.4194164566,7235.1752837617
"11191","SPSB2",53.388904203461,-0.0878843004592772,0.321570333029982,-0.27329728968214,0.784624698580501,0.894638885792712,52.8783648377722,50.6413074230465,58.2303074073738,51.8056371456516
"11192","USP3",409.587452396551,0.0316458572547763,0.115703243226784,0.27350881766338,0.784462115144957,0.894638885792712,396.587736283292,431.355422157021,401.142117695242,409.264533450647
"11193","CNOT11",463.563288108733,-0.0293961486313926,0.107481438473221,-0.273499769345909,0.78446906961882,0.894638885792712,457.299932948882,460.293312113048,476.625849519615,460.034057853386
"11194","CLDND1",312.408449004617,0.0368545849528485,0.134883957912652,0.273231787702395,0.784675046246393,0.894638885792712,313.353273112724,319.221098577418,332.128420027243,284.931004301084
"11195","FAM193B",282.440111005762,0.0386342742274676,0.141302501356614,0.2734153596472,0.78453394715512,0.894638885792712,285.934861715361,286.665972376888,257.723027228932,299.436582701866
"11196","RAB32",59.5990264485862,-0.0829198911194726,0.303440847653355,-0.273265421451098,0.784649193774111,0.894638885792712,59.7329676871131,56.0671617898015,61.4653244855613,61.1306518318688
"11197","PLEKHN1",112.35350260838,0.0603872826711044,0.221461775357415,0.272675871823234,0.785102383586578,0.89504616651627,113.590561503363,115.751559824106,116.460614814748,103.611274291303
"11198","EID2",170.48460306633,0.0491839886524056,0.180475516143818,0.272524438235776,0.78521880312609,0.895098948196512,185.074276932203,161.871321941524,167.142549039684,167.850264351911
"11199","LMX1B",45.3159879072757,0.0960414896648152,0.352635385821669,0.272353523005159,0.785350205589509,0.895168798495408,41.1276170960451,52.4499255452982,43.1335610424991,44.5528479452603
"11200","TNFRSF10C",15.165319653337,0.16676735958817,0.612691103558538,0.272188315808043,0.785477225435988,0.895233641311641,17.6261216125907,14.4689449780133,15.0967463648747,13.4694656578694
"11201","RIMS3",43.8942799959731,-0.0977015597444604,0.359510635987739,-0.271762640557295,0.78580453291876,0.895392855575929,46.0237619884314,38.8852896284107,39.8985439643117,50.7695244027385
"11202","PPOX",149.045125247166,-0.0518863274581817,0.191084076523937,-0.271536636657854,0.785978325779682,0.895392855575929,150.801262685499,141.976522596755,154.202480726934,149.200234979476
"11203","TMEM86A",65.4061126467636,-0.0792194531551702,0.291675294321779,-0.27160151955748,0.785928430925939,0.895392855575929,67.5667995149312,59.6843980343048,71.1703757201236,63.2028773176949
"11204","ALKBH3",158.916906035553,-0.0501095488003264,0.184579538041486,-0.271479435543196,0.786022314081272,0.895392855575929,158.635094513317,153.732540391391,159.594175857247,163.705813380259
"11205","LOC102724663",11.9724197439837,0.19356487096881,0.713270244328394,0.271376624088768,0.786101378965166,0.895392855575929,14.688434677159,10.85170873351,15.0967463648747,7.25278920039122
"11206","HMCES",260.279491926348,-0.0390957188047768,0.144068953138182,-0.271368105016205,0.786107930469208,0.895392855575929,257.53722133952,255.91946429861,271.741434567745,255.919847499519
"11207","KCNH2",27.4082752665034,-0.127229690654106,0.468439932539704,-0.271602999266769,0.785927293041941,0.895392855575929,21.5430375264998,30.7465080782782,35.5851878600618,21.7583676011737
"11208","C1orf228",17.5702120341581,-0.157357818854836,0.580400604353295,-0.271119322885906,0.786299260453446,0.895524312691694,21.5430375264998,11.7560177946358,18.3317634430621,18.6500293724346
"11209","LINC00649",24.8220580145773,-0.131274104744268,0.484669635935106,-0.270852752083368,0.786504285430753,0.895524312691694,29.3768693543179,18.0861812225166,26.958475651562,24.8667058299127
"11210","LOC202181",22.2759774749511,-0.137537353384241,0.507964086525062,-0.270761963360682,0.786574116247495,0.895524312691694,22.5222665049771,19.8947993447683,28.0368146776244,18.6500293724346
"11211","RNF32",49.5645752067872,0.090943119040081,0.335692606317968,0.27091189179764,0.786458798606186,0.895524312691694,47.9822199453859,54.2585436675498,44.2119000685616,51.8056371456516
"11212","TAZ",158.014549018514,-0.0542360869217313,0.200303698211671,-0.270769273887382,0.786568493238324,0.895524312691694,179.198903061339,131.124813863245,172.534244169997,149.200234979476
"11213","HIST2H2BC",9.15565249368971,0.217192739861162,0.802892790485137,0.270512753925622,0.786765806346935,0.895617147716691,8.81306080629537,10.85170873351,9.70505123456231,7.25278920039122
"11214","CDK10",399.959616417595,0.0335282091406604,0.123961148954972,0.270473526772806,0.78679598076733,0.895617147716691,394.629278326337,414.17354999563,435.648966529241,355.38667081917
"11215","LINC00648",31.4730843930558,0.120058043518112,0.444044002986165,0.270374203256277,0.786872384112462,0.89562425173389,43.0860750529996,22.6077265281458,29.1151537036869,31.0833822873909
"11216","ARL14EP",104.689423449511,0.114596685256273,0.424036126765886,0.270252174337832,0.78696625610661,0.895633966177488,140.029743922249,77.7705792568214,104.59888552806,96.3584850909119
"11217","C3orf67",31.3708529600861,-0.116842428142702,0.432676674213996,-0.270045590867497,0.787125179610961,0.895633966177488,31.3353273112724,28.9378899560266,24.801797599437,40.4083969736082
"11218","GAB1",63.983557315082,0.0830788548003238,0.307701415216064,0.269998286299681,0.787161571997277,0.895633966177488,67.5667995149312,64.2059433399339,48.5252561728115,75.6362302326513
"11219","RPA3",169.070327587959,0.0501049218429044,0.185533547285372,0.270058555856948,0.787115205456518,0.895633966177488,172.344300211998,171.818721613908,146.654107544497,185.464180981433
"11220","TOMM6",677.217718626303,-0.0239175707448839,0.0887951063137446,-0.269356856901265,0.787655082803685,0.896115608911679,678.605682084744,664.667159927485,687.980298627861,677.617733865122
"11221","NDUFAF5",79.7949998421683,-0.0714486750670241,0.265444556425595,-0.269166096412497,0.787801868904439,0.896178060825443,71.4837154288403,84.1007426847022,76.562070850436,87.0334704046946
"11222","RHPN1-AS1",35.5891297876325,-0.106838082406671,0.397015509846451,-0.269103044483052,0.787850387668087,0.896178060825443,33.293785268227,35.2680533839074,32.3501707818744,41.4445097165212
"11223","C2orf15",27.8862312308025,-0.120057735927106,0.44634480763829,-0.268979797395556,0.787945229273197,0.896206081410706,24.4807244619316,28.9378899560266,29.1151537036869,29.0111568015649
"11224","UNK",204.040835717672,0.0452810947061071,0.168510219733336,0.268714234529891,0.788149596985069,0.896278806727341,188.991192846112,225.172956220332,211.354449108246,190.644744695998
"11225","ZNF222",17.0159769121106,-0.157643171720011,0.586544368393167,-0.268765979548782,0.788109774719237,0.896278806727341,19.5845795695453,12.6603268557616,15.0967463648747,20.7222548582606
"11226","HACE1",131.037754151844,0.0551582415543005,0.205340604589214,0.268618287477264,0.788223438002672,0.896282931240344,133.175141072908,133.837741046623,136.949056309935,120.189078177912
"11227","DIMT1",256.995112393023,0.03994993965041,0.148786860038668,0.268504487829285,0.788311020875726,0.89630267938707,276.142571930588,245.0677555651,267.428078463495,239.34204361291
"11228","DRG2",467.817184634739,0.0289569938243853,0.107935669076631,0.268280116036773,0.788483710498549,0.896419181021907,460.237619884314,484.709656763445,450.745712894116,475.575748997081
"11229","CTAGE7P",13.944947800562,-0.171369580543561,0.639169275181029,-0.268112982269093,0.78861235315399,0.896485589813045,11.7507477417272,14.4689449780133,14.0184073388122,15.5416911436955
"11230","ZNF19",31.5782419731995,-0.115259718481757,0.43062100524013,-0.267659303840704,0.788961577934859,0.89680271970957,37.210701182136,23.5120355892716,34.5068488339993,31.0833822873909
"11231","SLC16A14",83.9839901195895,-0.0696663636961993,0.260395238037307,-0.267540851442983,0.789052765169743,0.896826511209311,72.4629444073175,91.3352151737088,83.0321050068108,89.1056958905207
"11232","HOOK1",537.499299871837,-0.0269287834575886,0.100907371788692,-0.266866364471166,0.78957205496819,0.897194249791919,512.136755743609,552.532836347882,542.404530109427,542.923077286428
"11233","CCDC92",121.096027436959,-0.0572144442571354,0.214324426333894,-0.26695251323338,0.78950572353317,0.897194249791919,111.632103546408,125.69895949649,117.53895384081,129.514092864129
"11234","GDI1",1449.233385507,-0.0165482827350298,0.0620141845012672,-0.266846736244539,0.789587168207005,0.897194249791919,1483.53190239305,1398.96611756166,1451.4443290801,1462.9911929932
"11235","LOC100289580",17.3365850471311,0.154097837246507,0.578123343089535,0.266548374301921,0.78981690911178,0.897307300952848,15.6676636556362,20.7991084058941,19.4101024691246,13.4694656578694
"11236","LOC100996447",9.65710476180042,0.207732235617042,0.779380859048658,0.266534946560797,0.78982724900166,0.897307300952848,10.7715187632499,9.94739967238413,7.54837318243735,10.3611274291303
"11237","UBXN2A",79.6002285582444,0.0710566960889468,0.266917150989763,0.26621255256719,0.790075516189443,0.89742961062095,89.109837041431,74.1533430123181,72.2487147461861,82.8890194330425
"11238","C5orf22",379.686752723601,0.0332420257168625,0.124852392271528,0.266250610917954,0.790046207338566,0.89742961062095,400.504652197201,368.053787878213,345.068488339993,405.120082478995
"11239","RFFL",47.6965810435476,-0.0906200530245959,0.341335638325515,-0.265486643788939,0.790634597533499,0.897738176616122,49.9406779023405,42.502525872914,50.6819342249365,47.6611861739994
"11240","CCDC151",13.4118258200892,-0.174988868971117,0.659315549092772,-0.265409892443617,0.79069371628572,0.897738176616122,9.79228978477264,15.3732540391391,12.9400683127497,15.5416911436955
"11241","CDKAL1",67.7402249954303,0.0760613303691516,0.286587757266731,0.265403278543962,0.790698810786922,0.897738176616122,68.5460284934085,70.5361067678148,60.3869854594988,71.4917792609992
"11242","PMS2P3",17.2568988053059,0.154669333726316,0.58268852228472,0.265440844998728,0.790669874520452,0.897738176616122,13.7092056986817,22.6077265281458,15.0967463648747,17.6139166295215
"11243","ZNF395",426.519210839299,0.031458386030185,0.118511464650272,0.26544593067868,0.790665957202244,0.897738176616122,401.483881175678,460.293312113048,446.432356789866,397.867293278604
"11244","APTR",34.6438472389945,0.107935612549514,0.406894528286616,0.265266807602496,0.790803932517031,0.897777676856982,42.1068460745223,29.8421990171524,34.5068488339993,32.119495030304
"11245","USP2-AS1",9.66766133258779,0.205638732486097,0.776041371664868,0.264984239235768,0.791021603223519,0.89793301083817,10.7715187632499,9.94739967238413,8.62671220849983,9.32501468621728
"11246","RECQL",212.399499110402,0.042273526905189,0.159589671308565,0.264888865040981,0.791095076444956,0.89793301083817,221.305749135862,209.799702181193,209.197771056121,209.294774068432
"11247","LIN52",70.0332157675714,-0.0742225022625862,0.280280316551017,-0.264815250588873,0.791151787927685,0.89793301083817,70.504486450363,66.0145614621856,69.0136976679986,74.6001174897382
"11248","COLCA1",439.375185010699,0.0299705203238551,0.113310507505542,0.264499038823821,0.791395405354778,0.89795283948761,418.130773809792,469.336402724306,442.119000685616,427.914562823082
"11249","ZNF140",198.616956584312,-0.0465050166481044,0.175992270841752,-0.264244653618457,0.791591404849852,0.89795283948761,220.326520157384,170.914412552782,189.787668586996,213.439225040084
"11250","HERC1",594.120390805904,-0.025429158981617,0.0962652485274974,-0.264157204916511,0.791658785638306,0.89795283948761,569.911265473767,607.695689076558,584.459752125863,614.414856547427
"11251","ZNF564",66.0611728121867,0.0797900798464671,0.301763224657071,0.264412868523466,0.791461796636349,0.89795283948761,60.7121966655904,75.0576520734439,52.8386122770614,75.6362302326513
"11252","FRG1CP",33.5949012078169,-0.107524195008917,0.406775014981643,-0.26433333181432,0.791523078304351,0.89795283948761,29.3768693543179,35.2680533839074,34.5068488339993,35.2278332590431
"11253","DESI1",409.863183237689,-0.0312746973580906,0.11839594163151,-0.264153457687161,0.791661672980303,0.89795283948761,383.857759563087,426.833876851392,393.593744512805,435.167352023473
"11254","ZXDC",363.119229467701,0.0325455804499519,0.123024117568337,0.264546343377537,0.791358959450592,0.89795283948761,355.460119187247,378.905496611723,346.146827366056,371.964474705778
"11255","VPS29",358.258387575995,-0.0334654059168518,0.126881642630751,-0.263752937170291,0.791970301388033,0.898138818081241,327.062478811406,380.714114733974,369.87028593943,355.38667081917
"11256","ZNF112",36.3425805142429,-0.107571369843604,0.40798230416081,-0.263666754039419,0.792036715639681,0.898138818081241,40.1483881175678,29.8421990171524,46.3685781206866,29.0111568015649
"11257","CD37",12.3778389531683,0.179412773488947,0.680341537428671,0.263709862794842,0.792003495078271,0.898138818081241,12.7299767202044,13.5646359168875,10.7833902606248,12.4333529149564
"11258","MZF1-AS1",40.1940958450256,-0.100812713428652,0.382512481648949,-0.263554049253674,0.792123570226946,0.898157521224638,32.3145562897497,45.2154530562915,35.5851878600618,47.6611861739994
"11259","PATZ1",352.525068137037,0.0355914285041282,0.135134222250289,0.263378350142922,0.792258975778527,0.898231266170433,398.546194240246,315.603862332915,362.321912756993,333.628303217996
"11260","ATF5",171.809833485834,0.0473331925617129,0.179789973741882,0.263269366898442,0.792342968745574,0.89824671368004,182.136589996771,167.297176308279,159.594175857247,178.211391781041
"11261","SPRN",55.4056725523938,0.0851692375790469,0.324532981829961,0.262436308010356,0.792985083573251,0.89833640324925,47.9822199453859,66.0145614621856,49.603595198874,58.0223136031297
"11262","TWF1",370.00410656678,-0.0321571799178186,0.122501984824914,-0.262503337915538,0.792933412283206,0.89833640324925,384.836988541565,347.254679472319,366.635268861243,381.289489391995
"11263","RCCD1",121.24451592396,0.0556910469540404,0.211916821793836,0.262796726010829,0.792707259135556,0.89833640324925,121.424393331181,125.69895949649,120.773970918998,117.080739949173
"11264","DDX19A",318.749857689484,-0.0344653086419261,0.131283684297722,-0.262525452620347,0.792916364937634,0.89833640324925,311.39481515577,318.316789516292,338.598454183618,306.689371902257
"11265","ZNF397",254.122287309451,0.0391655868121331,0.149233767177163,0.262444536199624,0.792978740666547,0.89833640324925,242.848786662361,272.197027398875,237.234585733745,264.208749442823
"11266","MRAS",61.4399016648624,0.0788831671544494,0.299963351591615,0.262976016022934,0.792569065107482,0.89833640324925,66.5875705364539,59.6843980343048,61.4653244855613,58.0223136031297
"11267","PDE8B",25.8273457130356,-0.127387176066631,0.484718843343942,-0.262806321264142,0.79269986309456,0.89833640324925,32.3145562897497,17.1818721613908,24.801797599437,29.0111568015649
"11268","RNF216P1",63.3696577837986,-0.0775500488744075,0.295395960256892,-0.262529144971942,0.792913518660419,0.89833640324925,63.6498836010221,59.6843980343048,69.0136976679986,61.1306518318688
"11269","FAM177B",19.5160238494756,0.146606708867734,0.559583467312647,0.261992566670707,0.793327173025264,0.898632978997873,14.688434677159,26.2249627726491,22.645119547312,14.5055784007824
"11270","MIPEPP3",15.584156862893,-0.162037952467916,0.618668325218452,-0.261914091707701,0.793387675151275,0.898632978997873,18.605350591068,10.85170873351,19.4101024691246,13.4694656578694
"11271","C16orf52",112.243212303202,0.0581775827156386,0.22234573284667,0.261653695669339,0.793588442533957,0.898780628954482,122.403622309658,106.708469212848,111.068919684435,108.791838005868
"11272","PIK3CD",837.002240118098,0.0210607190845219,0.0806960317045841,0.260988287027818,0.794101539913263,0.899276013079361,819.61465498547,866.328080558545,823.851015911733,838.215209016642
"11273","DNAJA3",913.084750806042,0.0203643612685695,0.0780531612055047,0.260903734762933,0.794166744648933,0.899276013079361,948.872880144469,890.744425208943,887.47301844942,925.248679421337
"11274","TRIM46",40.0140963798428,0.103762018657683,0.397880065093104,0.260787176239661,0.794256634223123,0.899278637279751,29.3768693543179,53.354234606424,43.1335610424991,34.19172051613
"11275","SH3BGRL2",64.5180385359517,0.0762656796745209,0.292521691803179,0.260718031556565,0.794309959681097,0.899278637279751,64.6291125794994,67.8231795844373,59.3086464334363,66.311215546434
"11276","VANGL2",19.5892544310124,-0.143629149166669,0.552116400557959,-0.260142877519161,0.794753564677952,0.899512784177095,12.7299767202044,24.4163446503974,20.4884414951871,20.7222548582606
"11277","LRP6",339.574650803908,-0.0326553804579642,0.125538568987514,-0.260122293262815,0.794769442141151,0.899512784177095,337.833997574656,333.690043555431,339.676793209681,347.097768875865
"11278","MT1F",32.4347137587948,-0.113059200022798,0.434673751076994,-0.26010128226669,0.794785648853549,0.899512784177095,36.2314722036588,26.2249627726491,24.801797599437,42.4806224594343
"11279","PLEKHF1",30.3016100427937,0.112292475467769,0.431753924761294,0.26008443473873,0.794798644162433,0.899512784177095,30.3560983327952,32.5551262005299,33.4285098079368,24.8667058299127
"11280","VSIG10",203.050457563605,0.0429912641302619,0.165524026380161,0.259728240488322,0.795073407248052,0.899664218023347,197.804253652407,214.321247486822,188.709329560934,211.366999554258
"11281","ZNF282",391.793886999932,0.031094911373171,0.119683924713344,0.259808587056671,0.795011426847484,0.899664218023347,383.857759563087,407.843386567749,408.690490877679,366.783910991213
"11282","TMEM223",116.974521891487,0.0570085623791927,0.220112820240942,0.258997010336742,0.795637547218851,0.899737093935049,130.237454137476,108.5170873351,109.990580658373,119.152965434999
"11283","SLC36A4",78.3877000186022,-0.0686171939021785,0.264880395186888,-0.259049726401099,0.795596873492891,0.899737093935049,73.4421733857948,79.5791973790731,77.6404098764985,82.8890194330425
"11284","SMCO4",340.634810927153,-0.0331028113302279,0.127849307598519,-0.258920536622533,0.795696552438028,0.899737093935049,355.460119187247,318.316789516292,337.520115157556,351.242219847518
"11285","C15orf57",149.716215448995,0.0503784393879257,0.194135390872692,0.25950157341977,0.795248268179038,0.899737093935049,150.801262685499,153.732540391391,160.672514883309,133.658543835781
"11286","SENP3",62.5412224222469,0.07860430663589,0.303101355469541,0.259333405204085,0.795378007172764,0.899737093935049,73.4421733857948,55.1628527286756,61.4653244855613,60.0945390889558
"11287","LOC648987",36.6312199234867,0.101638341680251,0.392352635944769,0.259048448688282,0.795597859321317,0.899737093935049,33.293785268227,42.502525872914,33.4285098079368,37.3000587448691
"11288","HIST1H3D",35.8046922092964,-0.103909637117023,0.401470601813292,-0.258822530585557,0.795772173170913,0.899737093935049,40.1483881175678,28.9378899560266,40.9768829903742,33.155607773217
"11289","ACER2",71.9935786194156,0.0717058628535582,0.276956698709264,0.258906403736534,0.795707457149891,0.899737093935049,73.4421733857948,74.1533430123181,65.7786805898112,74.6001174897382
"11290","TOR2A",87.0597154159945,0.0660744162457242,0.254768147951946,0.259351166057803,0.795364304700923,0.899737093935049,80.2967762351356,97.6653786015897,88.4238001371232,81.8529066901295
"11291","ABHD4",617.351927123616,-0.0240209262904776,0.0928639968997626,-0.25866780552646,0.795891561785954,0.899792382091728,614.955798483722,609.50430719881,623.279957064113,621.667645747819
"11292","RHOBTB2",348.910926449586,-0.0321160712196711,0.124405764078567,-0.25815581341865,0.796286658079378,0.900159333190158,344.688600423997,345.446061350067,341.833471261806,363.675572762474
"11293","PNLIPRP3",15.5789122710721,0.159916622062597,0.620035667942704,0.257915197996922,0.796472355277945,0.900289245996094,16.6468926341135,16.2775631002649,9.70505123456231,19.6861421153476
"11294","CEP83-AS1",16.8644193291456,0.157869556611672,0.612358353464441,0.257805834963332,0.796556761030324,0.900289245996094,14.688434677159,20.7991084058941,22.645119547312,9.32501468621728
"11295","ZBED6CL",37.6340516505353,-0.108345360993457,0.420378698907375,-0.257732756857239,0.796613163613465,0.900289245996094,22.5222665049771,49.7369983619207,40.9768829903742,37.3000587448691
"11296","ARHGAP21",230.440338368216,0.0399681109341745,0.155181847896398,0.25755661165253,0.796749119019632,0.900363182036615,247.744931554748,219.747101853577,223.216178394933,231.053141669606
"11297","RRAGC",251.950551822809,-0.037979896214335,0.147691149237092,-0.257157564353197,0.797057141343472,0.900403704899485,261.454137253429,236.024664953842,252.33133209862,257.992072985345
"11298","MOB3C",50.1528632034337,0.0858569586667673,0.333679801562798,0.257303433605073,0.796944542035802,0.900403704899485,48.9614489238632,54.2585436675498,52.8386122770614,44.5528479452603
"11299","ZCCHC8",183.093241212528,-0.0444448035756703,0.172657934158231,-0.257415355931105,0.79685814988444,0.900403704899485,172.344300211998,188.096284714173,184.395973456684,187.536406467259
